input_text,output_text
"3280_Grétry | apoapsis | 70.308, 3280_Grétry | orbitalPeriod | 108600000, 3280_Grétry | discoverer | Geronimo, 3280_Grétry | rotationPeriod | 387.63",['3280 Grétry apoapsis 70.308. 3280 Grétry orbitalPeriod 108600000. 3280 Grétry discoverer Geronimo. 3280 Grétry rotationPeriod 387.63.']
"Gregorio_Luperón_International_Airport | operatingOrganisation | Civil_Aviation_Department, Gregorio_Luperón_International_Airport | location | Zuia, Gregorio_Luperón_International_Airport | runwayLength | 1604.0, Civil_Aviation_Department | city | Berlanga_del_Bierzo, Gregorio_Luperón_International_Airport | elevationAboveTheSeaLevel | 1249.6, Gregorio_Luperón_International_Airport | runwayName | ""18L/36R""","['Gregorio Luperón International Airport operatingOrganisation Civil Aviation Department. Gregorio Luperón International Airport is located in Zuia. Gregorio Luperón International Airport runwayLength 1604.0. Civil Aviation Department is located in Berlanga del Bierzo. Gregorio Luperón International Airport elevationAboveTheSeaLevel 1249.6. Gregorio Luperón International Airport runwayName ""18L/36R"".']"
Nanni_Moretti | nationality | Mexico,['Nanni Moretti nationality Mexico.']
"RAF_Gibraltar | operatingOrganisation | United_States_Air_Force, United_States_Air_Force | transportAircraft | Yak-11_in_Angolan_service",['RAF Gibraltar operatingOrganisation United States Air Force. United States Air Force transportAircraft Yak-11 in Angolan service.']
"The_Broken_Coin | literaryGenre | Weird_West, The_Broken_Coin | author | Charles_Martel",['The Broken Coin literaryGenre Weird West. The Broken Coin author Charles Martel.']
"Gacko | isPartOf | Jalisco, Jalisco | leaderTitle | United_States_Secretary_of_State",['Gacko isPartOf Jalisco. Jalisco leaderTitle United States Secretary of State.']
"Jesus | musicComposer | Florent_Malouda, Florent_Malouda | club | Rawmarsh_Welfare_F.C., Jesus | broadcastedBy | Mars_Films, Mars_Films | timeshiftChannel | HBO_East,_HBO_West","['Jesus musicComposer Florent Malouda. Florent Malouda club Rawmarsh Welfare F.C.. Jesus broadcastedBy Mars Films. Mars Films timeshiftChannel HBO East, HBO West.']"
Jeremias_Augustin | birthDate | 1954-01-01,['Jeremias Augustin was born on 1954-01-01.']
Margraviate_of_Brandenburg | foundingYear | 108600000,['Margraviate of Brandenburg foundingYear 108600000.']
"Daddy's_Home | starring | Hadrian, Daddy's_Home | cinematography | Wilhelm_von_Wedell, Daddy's_Home | runtime | 260855000000.0, Daddy's_Home | gross | 3.16, Daddy's_Home | director | Ned_Beatty, Daddy's_Home | musicComposer | Emperor_Xuanzong_of_Tang, Daddy's_Home | starring | Caparezza","[""Daddy's Home starring Hadrian. Daddy's Home cinematography Wilhelm von Wedell. Daddy's Home runtime 260855000000.0. Daddy's Home gross 3.16. Daddy's Home director Ned Beatty. Daddy's Home musicComposer Emperor Xuanzong of Tang. Daddy's Home starring Caparezza.""]"
skiffle | instrument | GT-6B,['skiffle instrument GT-6B.']
A_Momentary_Lapse_of_Reason | genre | fado,['A Momentary Lapse of Reason genre fado.']
"Neues_aus_der_Florentiner_73 | director | Heinz_Mellmann, Neues_aus_der_Florentiner_73 | editor | Taichang_Emperor, Neues_aus_der_Florentiner_73 | musicComposer | James_Callaghan, Neues_aus_der_Florentiner_73 | runtime | 260855000000.0",['Neues aus der Florentiner 73 director Heinz Mellmann. Neues aus der Florentiner 73 editor Taichang Emperor. Neues aus der Florentiner 73 musicComposer James Callaghan. Neues aus der Florentiner 73 runtime 260855000000.0.']
"Lincoln_United_F.C. | league | Iraqi_Premier_League, Iraqi_Premier_League | country | ""United_States"", Lincoln_United_F.C. | nickname | ""B.M._Reddy""","['Lincoln United F.C. competes in the Iraqi Premier League. Iraqi Premier League is based in ""United States"". Lincoln United F.C. is also known as ""B.M. Reddy"".']"
"Emil_Rilke | birthDate | ""1930-01-20"", Emil_Rilke | nationality | Turkey, Emil_Rilke | deathPlace | Michigan, Emil_Rilke | selectedByNasa | 1896, Emil_Rilke | birthPlace | California, Emil_Rilke | award | Distinguished_Service_Medal_(United_States_Navy)","['Emil Rilke was born on ""1930-01-20"". Emil Rilke nationality Turkey. Emil Rilke deathPlace Michigan. Emil Rilke selectedByNasa 1896. Emil Rilke birthPlace California. Emil Rilke award Distinguished Service Medal approximately United States Navy.']"
"What_Makes_You_Beautiful | runtime | 20378.5, What_Makes_You_Beautiful | artist | Within_Temptation, What_Makes_You_Beautiful | genre | jazz_rap, What_Makes_You_Beautiful | producer | Within_Temptation",['What Makes You Beautiful runtime 20378.5. What Makes You Beautiful artist Within Temptation. What Makes You Beautiful genre jazz rap. What Makes You Beautiful producer Within Temptation.']
"Rhodes_State_Office_Tower | address | 11_Diagonal_Street, Rhodes_State_Office_Tower | currentTenants | Durham_University_Business_School, Rhodes_State_Office_Tower | location | New_Hampshire",['Rhodes State Office Tower address 11 Diagonal Street. Rhodes State Office Tower currentTenants Durham University Business School. Rhodes State Office Tower is located in New Hampshire.']
Makati | isPartOf | Melbourne,['Makati isPartOf Melbourne.']
"Augusteum | architect | Hermidita, Augusteum | address | 103_Colmore_Row, Augusteum | buildingStartDate | 1776-02-18, Augusteum | currentTenants | Dorset_College, Augusteum | architecturalStyle | cross-in-square, Dorset_College | country | France, Augusteum | owner | University_of_Milan",['Augusteum architect Hermidita. Augusteum address 103 Colmore Row. Augusteum buildingStartDate 1776-02-18. Augusteum currentTenants Dorset College. Augusteum architecturalStyle cross-in-square. Dorset College is based in France. Augusteum owner University of Milan.']
"Monterrey-Gen._Mariano_Escobedo | operatingOrganisation | Trinidad_and_Tobago_Civil_Aviation_Authority, Monterrey-Gen._Mariano_Escobedo | location | Zumaia, Monterrey-Gen._Mariano_Escobedo | runwayLength | 20378.5, Monterrey-Gen._Mariano_Escobedo | elevationAboveTheSeaLevel | 324720797",['Monterrey-Gen. Mariano Escobedo operatingOrganisation Trinidad and Tobago Civil Aviation Authority. Monterrey-Gen. Mariano Escobedo is located in Zumaia. Monterrey-Gen. Mariano Escobedo runwayLength 20378.5. Monterrey-Gen. Mariano Escobedo elevationAboveTheSeaLevel 324720797.']
"Barisal_Government_Women’s_College | campus | School_of_Applied_Arts_in_Stuttgart, Automóvel_Club_de_Portugal | location | Seoul, Barisal_Government_Women’s_College | affiliation | Medical_University_of_Łódź, Barisal_Government_Women’s_College | president | John_F._Kennedy, Barisal_Government_Women’s_College | wasGivenTheTechnicalCampusStatusBy | Automóvel_Club_de_Portugal",['Barisal Government Women’s College campus School of Applied Arts in Stuttgart. Automóvel Club de Portugal is located in Seoul. Barisal Government Women’s College affiliation Medical University of Łódź. Barisal Government Women’s College president John F. Kennedy. Barisal Government Women’s College wasGivenTheTechnicalCampusStatusBy Automóvel Club de Portugal.']
"Isaac_Brock | deathPlace | Leningrad_USSR, Leningrad_USSR | leaderTitle | Mayor_of_Chicago, Isaac_Brock | birthPlace | Saint_Petersburg, Leningrad_USSR | foundingDate | 1920-08-16",['Isaac Brock deathPlace Leningrad USSR. Leningrad USSR leaderTitle Mayor of Chicago. Isaac Brock birthPlace Saint Petersburg. Leningrad USSR foundingDate 1920-08-16.']
"Gus_Van_Sant | nationality | Mali_Empire, England | areaTotal | 27400, Gus_Van_Sant | residence | England, England | leaderTitle | chief_justice",['Gus Van Sant nationality Mali Empire. England areaTotal 27400. Gus Van Sant residence England. England leaderTitle chief justice.']
"Valérie_Barlois-Mevel-Leroux | birthPlace | Zhongxiang_County, Zhongxiang_County | isPartOf | Hebei",['Valérie Barlois-Mevel-Leroux birthPlace Zhongxiang County. Zhongxiang County isPartOf Hebei.']
"AFC_Hinksey | league | Southern_League_Premier_Division, AFC_Hinksey | season | 2009–10_Greek_Cup, Southern_League_Premier_Division | country | France, AFC_Hinksey | numberOfMembers | 54.56",['AFC Hinksey competes in the Southern League Premier Division. AFC Hinksey season 2009–10 Greek Cup. Southern League Premier Division is based in France. AFC Hinksey numberOfMembers 54.56.']
"Olivier_Giroud | birthDate | 2001-01-01, Olivier_Giroud | residence | London, Olivier_Giroud | citizenship | Mexico, Olivier_Giroud | residence | Mexico",['Olivier Giroud was born on 2001-01-01. Olivier Giroud residence London. Olivier Giroud citizenship Mexico. Olivier Giroud residence Mexico.']
"Christian_Taylor | nationality | Philippines, Christian_Taylor | birthPlace | Denmark–Norway, Christian_Taylor | training | School_of_Applied_Arts_in_Stuttgart",['Christian Taylor nationality Philippines. Christian Taylor birthPlace Denmark–Norway. Christian Taylor training School of Applied Arts in Stuttgart.']
"Mermaid_(Train_song) | genre | pop-punk, Mermaid_(Train_song) | musicalBand | brake, Mermaid_(Train_song) | recordLabel | Argo_Records",['Mermaid (Train song) genre pop-punk. Mermaid (Train song) musicalBand brake. Mermaid (Train song) recordLabel Argo Records.']
Mermaid_(Train_song) | followedBy | Focus_Features,['Mermaid (Train song) was followed by Focus Features.']
"Richard_Wagner | birthPlace | Brigg_Town_F.C., Richard_Wagner | birthDate | ""1923-11-18"", Richard_Wagner | deathDate | 1908-05-02, Richard_Wagner | birthPlace | Novgorod_Republic, Richard_Wagner | residence | Kyrgyzstan","['Richard Wagner birthPlace Brigg Town F.C.. Richard Wagner was born on ""1923-11-18"". Richard Wagner deathDate 1908-05-02. Richard Wagner birthPlace Novgorod Republic. Richard Wagner residence Kyrgyzstan.']"
"Falcone–Borsellino_Airport | operatingOrganisation | NATS_Holdings, Falcone–Borsellino_Airport | location | Navas_de_Riofrío, Falcone–Borsellino_Airport | runwayLength | 175.26, Falcone–Borsellino_Airport | runwayName | ""18L/36R"", Falcone–Borsellino_Airport | elevationAboveTheSeaLevel | 94.0, Navas_de_Riofrío | country | Brazil","['Falcone–Borsellino Airport operatingOrganisation NATS Holdings. Falcone–Borsellino Airport is located in Navas de Riofrío. Falcone–Borsellino Airport runwayLength 175.26. Falcone–Borsellino Airport runwayName ""18L/36R"". Falcone–Borsellino Airport elevationAboveTheSeaLevel 94.0. Navas de Riofrío is based in Brazil.']"
"Birmingham–Jefferson_Convention_Complex | location | Araras, TSG_1899_Hoffenheim | league | Premier_League, Premier_League | champions | AFC_Fylde, TSG_1899_Hoffenheim | season | 2009–10_Greek_Cup, TSG_1899_Hoffenheim | numberOfMembers | 9400, TSG_1899_Hoffenheim | ground | Birmingham–Jefferson_Convention_Complex",['Birmingham–Jefferson Convention Complex is located in Araras. TSG 1899 Hoffenheim competes in the Premier League. Premier League champions AFC Fylde. TSG 1899 Hoffenheim season 2009–10 Greek Cup. TSG 1899 Hoffenheim numberOfMembers 9400. TSG 1899 Hoffenheim plays at Birmingham–Jefferson Convention Complex.']
"Champlain_Regional_College | campus | Steve_Bright, Champlain_Regional_College | affiliation | Benedict_International_Education_Group, Champlain_Regional_College | president | ""Asa_Gigante_''"", Champlain_Regional_College | country | Alashiya","['Champlain Regional College campus Steve Bright. Champlain Regional College affiliation Benedict International Education Group. Champlain Regional College president ""Asa Gigante \'\'"". Champlain Regional College is based in Alashiya.']"
Paul_Langevin | birthDate | 1913-01-01,['Paul Langevin was born on 1913-01-01.']
"Florentiner_73 | producer | Bernd_Baumgartl, Harpo_Productions | headquarter | Bangalore, Harpo_Productions | owner | Panasonic_Corporation, Florentiner_73 | broadcastedBy | Harpo_Productions, Florentiner_73 | producer | Henri_Grand_Duke_of_Luxembourg",['Florentiner 73 producer Bernd Baumgartl. Harpo Productions headquarter Bangalore. Harpo Productions owner Panasonic Corporation. Florentiner 73 broadcastedBy Harpo Productions. Florentiner 73 producer Henri Grand Duke of Luxembourg.']
"Maurice_Gourdault-Montagne | mission | Shenzhou_10, Maurice_Gourdault-Montagne | mission | Vostok_5, Maurice_Gourdault-Montagne | birthPlace | Zhenyang_Xian_(1724-1911)",['Maurice Gourdault-Montagne mission Shenzhou 10. Maurice Gourdault-Montagne mission Vostok 5. Maurice Gourdault-Montagne birthPlace Zhenyang Xian approximately 1724-1911.']
Longqing_Emperor | residence | Virginia,['Longqing Emperor residence Virginia.']
"Pericles_with_the_Corinthian_helmet | location | Clear_Creek_County, Clear_Creek_County | hasToItsSouthwest | Worcester_County, Pericles_with_the_Corinthian_helmet | category | Contributing_property",['Pericles with the Corinthian helmet is located in Clear Creek County. Clear Creek County hasToItsSouthwest Worcester County. Pericles with the Corinthian helmet category Contributing property.']
"France | currency | Kronenthaler, France | demonym | Washingtonians, Bionico | course | Grenadiermarsch, Bionico | region | Villa_del_Campo_Baja_California, France | leader | Nesta_Carter, Bionico | mainIngredient | Schlachteplatte, Bionico | country | France",['France currency Kronenthaler. France demonym Washingtonians. Bionico course Grenadiermarsch. Bionico region Villa del Campo Baja California. France leader Nesta Carter. Bionico mainIngredient Schlachteplatte. Bionico is based in France.']
"Bionico | course | Supersize, Supersize | dishVariation | tulumba, Bionico | country | United_States",['Bionico course Supersize. Supersize dishVariation tulumba. Bionico is based in United States.']
"Škoda_Citigo | manufacturer | Corpus_Christi, Corpus_Christi | parentCompany | AvtoVAZ, Škoda_Citigo | assembly | California, Škoda_Citigo | assembly | West_Fork",['Škoda Citigo manufacturer Corpus Christi. Corpus Christi parentCompany AvtoVAZ. Škoda Citigo assembly California. Škoda Citigo assembly West Fork.']
"Kurt_Waldheim | deathDate | 1994-06-14, Kurt_Waldheim | birthDate | 1950-01-26, Kurt_Waldheim | professionalField | anesthesia_technician_assistant",['Kurt Waldheim deathDate 1994-06-14. Kurt Waldheim was born on 1950-01-26. Kurt Waldheim professionalField anesthesia technician assistant.']
"Rodolphe_Töpffer | residence | Michigan, Michigan | areaTotal | 10252",['Rodolphe Töpffer residence Michigan. Michigan areaTotal 10252.']
"1119_Euboea | apoapsis | 54.56, 1119_Euboea | orbitalPeriod | 108600000, 1119_Euboea | discoverer | Dalai_Lama_06_Tsangyang_Gyatso, 1119_Euboea | absoluteMagnitude | 0004319, 1119_Euboea | rotationPeriod | 418476000000.0",['1119 Euboea apoapsis 54.56. 1119 Euboea orbitalPeriod 108600000. 1119 Euboea discoverer Dalai Lama 06 Tsangyang Gyatso. 1119 Euboea absoluteMagnitude 0004319. 1119 Euboea rotationPeriod 418476000000.0.']
"Mermaid_(Train_song) | genre | glitch_pop, Mermaid_(Train_song) | musicalBand | victoria, Mermaid_(Train_song) | recordLabel | Caroline_Records, Mermaid_(Train_song) | runtime | 230.05, Mermaid_(Train_song) | releaseDate | 1726-01-01",['Mermaid (Train song) genre glitch pop. Mermaid (Train song) musicalBand victoria. Mermaid (Train song) recordLabel Caroline Records. Mermaid (Train song) runtime 230.05. Mermaid (Train song) releaseDate 1726-01-01.']
"Dante_Alighieri | birthPlace | Karlsruhe, Dante_Alighieri | birthDate | 1989-02-24, Dante_Alighieri | deathPlace | Brazil",['Dante Alighieri birthPlace Karlsruhe. Dante Alighieri was born on 1989-02-24. Dante Alighieri deathPlace Brazil.']
"Romantic_Dreams | recordLabel | Nippon_Columbia, Federal_Records | location | Hartselle, Nippon_Columbia | location | Los_Angeles, Romantic_Dreams | recordLabel | Federal_Records",['Romantic Dreams recordLabel Nippon Columbia. Federal Records is located in Hartselle. Nippon Columbia is located in Los Angeles. Romantic Dreams recordLabel Federal Records.']
"Champlain_Regional_College | campus | School_of_Applied_Arts_in_Stuttgart, Tajne_Wojskowe_Zakłady_Wydawnicze | location | Manila, Champlain_Regional_College | affiliation | Omsk_State_Technical_University, Champlain_Regional_College | established | 2000, Champlain_Regional_College | wasGivenTheTechnicalCampusStatusBy | Tajne_Wojskowe_Zakłady_Wydawnicze",['Champlain Regional College campus School of Applied Arts in Stuttgart. Tajne Wojskowe Zakłady Wydawnicze is located in Manila. Champlain Regional College affiliation Omsk State Technical University. Champlain Regional College established 2000. Champlain Regional College wasGivenTheTechnicalCampusStatusBy Tajne Wojskowe Zakłady Wydawnicze.']
"Barack_Obama | knownFor | Herbrand–Ribet_theorem, Barack_Obama | almaMater | L._N._Gumilyov_Eurasian_National_University",['Barack Obama knownFor Herbrand–Ribet theorem. Barack Obama almaMater L. N. Gumilyov Eurasian National University.']
"Parada_de_Ester | populationDensity | 610.0, Parada_de_Ester | country | Turkey",['Parada de Ester populationDensity 610.0. Parada de Ester is based in Turkey.']
"Eidgenossenschaft | location | Pitkin_County, Eidgenossenschaft | municipality | Armagh, Pitkin_County | hasToItsSoutheast | Carroll_County_Maryland, Eidgenossenschaft | category | Contributing_property",['Eidgenossenschaft is located in Pitkin County. Eidgenossenschaft municipality Armagh. Pitkin County hasToItsSoutheast Carroll County Maryland. Eidgenossenschaft category Contributing property.']
"Barewa_College | campus | This'll_Be_My_Year, Apple | location | Manila, Barewa_College | director | ""Demak_Jaya_Jalan_Bako_Kuching_Sarawak"", PICOM_retail_business_cluster | founder | Kévin_Olimpa, Barewa_College | city | PICOM_retail_business_cluster, Barewa_College | established | 2000, Barewa_College | wasGivenTheTechnicalCampusStatusBy | Apple","['Barewa College campus This\'ll Be My Year. Apple is located in Manila. Barewa College director ""Demak Jaya Jalan Bako Kuching Sarawak"". PICOM retail business cluster founder Kévin Olimpa. Barewa College is located in PICOM retail business cluster. Barewa College established 2000. Barewa College wasGivenTheTechnicalCampusStatusBy Apple.']"
The_Greatest_Story_Ever_Told | cinematography | Milan_Jesih,['The Greatest Story Ever Told cinematography Milan Jesih.']
"Murcia-San_Javier_Airport | operatingOrganisation | Gazprom, Murcia-San_Javier_Airport | location | Ballyhornan, Murcia-San_Javier_Airport | icaoLocationIdentifier | Narromine_Airport, Murcia-San_Javier_Airport | elevationAboveTheSeaLevel | 94.0",['Murcia-San Javier Airport operatingOrganisation Gazprom. Murcia-San Javier Airport is located in Ballyhornan. Murcia-San Javier Airport icaoLocationIdentifier Narromine Airport. Murcia-San Javier Airport elevationAboveTheSeaLevel 94.0.']
"Strike | producer | Sergey_Shoygu, Strike | runtime | 30955.0",['Strike producer Sergey Shoygu. Strike runtime 30955.0.']
"iParty_with_Victorious | director | Vitellius, iParty_with_Victorious | broadcastedBy | EuropaCorp",['iParty with Victorious director Vitellius. iParty with Victorious broadcastedBy EuropaCorp.']
"Paris_Belongs_to_Us | publisher | Reed_Business_Information, Paris_Belongs_to_Us | literaryGenre | science_fiction, Paris_Belongs_to_Us | followedBy | Wujing_Zongyao, Paris_Belongs_to_Us | precededBy | Excession",['Paris Belongs to Us publisher Reed Business Information. Paris Belongs to Us literaryGenre science fiction. Paris Belongs to Us was followed by Wujing Zongyao. Paris Belongs to Us was preceded by Excession.']
"Marina_Fernandez | birthPlace | Baling, Marina_Fernandez | birthPlace | Henan, Marina_Fernandez | mission | Shenzhou_10, Marina_Fernandez | mission | Gaganyaan, Marina_Fernandez | nationality | ""United_States"", Marina_Fernandez | birthDate | 1942-01-01","['Marina Fernandez birthPlace Baling. Marina Fernandez birthPlace Henan. Marina Fernandez mission Shenzhou 10. Marina Fernandez mission Gaganyaan. Marina Fernandez nationality ""United States"". Marina Fernandez was born on 1942-01-01.']"
"Seine | releaseDate | ""1923-11-18"", Seine | artist | alt-J, Seine | recordLabel | Nitro_Records, Seine | recordLabel | ""''Alvinegro"", Seine | runtime | 260855000000.0","['Seine releaseDate ""1923-11-18"". Seine artist alt-J. Seine recordLabel Nitro Records. Seine recordLabel ""\'\'Alvinegro"". Seine runtime 260855000000.0.']"
"Steve_Mandanda | influencedBy | Hongxi_Emperor, Steve_Mandanda | birthDate | 1994-06-14",['Steve Mandanda influencedBy Hongxi Emperor. Steve Mandanda was born on 1994-06-14.']
"Blanche_of_Castile | birthDate | 1908-05-02, Blanche_of_Castile | residence | Porto_Alegre, Blanche_of_Castile | citizenship | France, Blanche_of_Castile | birthPlace | France, Blanche_of_Castile | residence | France",['Blanche of Castile was born on 1908-05-02. Blanche of Castile residence Porto Alegre. Blanche of Castile citizenship France. Blanche of Castile birthPlace France. Blanche of Castile residence France.']
"Tokyo_International_Airport | location | Sowetskoje, Sowetskoje | areaCode | 54.56, Tokyo_International_Airport | runwayName | ""08/26"", Tokyo_International_Airport | runwaySurfaceType | polycarbonate_20%_glass_fiber_by_mass","['Tokyo International Airport is located in Sowetskoje. Sowetskoje areaCode 54.56. Tokyo International Airport runwayName ""08/26"". Tokyo International Airport runwaySurfaceType polycarbonate 20% glass fiber by mass.']"
"New_Tide_Orquesta | genre | prehistoric_music, New_Tide_Orquesta | genre | forró",['New Tide Orquesta genre prehistoric music. New Tide Orquesta genre forró.']
"Cairo_International_Airport | operatingOrganisation | Trinidad_and_Tobago_Civil_Aviation_Authority, Cairo_International_Airport | location | Guadalaviar, Trinidad_and_Tobago_Civil_Aviation_Authority | city | Castrojeriz, Cairo_International_Airport | elevationAboveTheSeaLevel | 3500.0, Castrojeriz | country | Mexico",['Cairo International Airport operatingOrganisation Trinidad and Tobago Civil Aviation Authority. Cairo International Airport is located in Guadalaviar. Trinidad and Tobago Civil Aviation Authority is located in Castrojeriz. Cairo International Airport elevationAboveTheSeaLevel 3500.0. Castrojeriz is based in Mexico.']
"Ramesses_IX | residence | Ulsan, Ulsan | timeZone | UTC−03:30, Ulsan | timeZone | UTC−12:00, Ramesses_IX | residence | Mexico",['Ramesses IX residence Ulsan. Ulsan timeZone UTC−03:30. Ulsan timeZone UTC−12:00. Ramesses IX residence Mexico.']
First_Epistle_to_the_Corinthians | followedBy | The_Good_Witch_of_the_West,['First Epistle to the Corinthians was followed by The Good Witch of the West.']
"Dortmund_Schultenhof | architect | Elisha_E._Meredith, Dortmund_Schultenhof | currentTenants | Energy_Delta_Institute, Dortmund_Schultenhof | location | California, Dortmund_Schultenhof | owner | University_of_New_Mexico",['Dortmund Schultenhof architect Elisha E. Meredith. Dortmund Schultenhof currentTenants Energy Delta Institute. Dortmund Schultenhof is located in California. Dortmund Schultenhof owner University of New Mexico.']
"Turn_Around | precededBy | Planet_Punk, Turn_Around | runtime | 83.2104, Turn_Around | followedBy | Collision_Course",['Turn Around was preceded by Planet Punk. Turn Around runtime 83.2104. Turn Around was followed by Collision Course.']
"Mr._Deeds | releaseDate | 1994-06-14, Mr._Deeds | editing | Benedict_XV, Mr._Deeds | producer | Emperor_Ai_of_Tang, Mr._Deeds | writer | Emperor_Ai_of_Tang, Mr._Deeds | cinematography | Brigitte_Fontaine",['Mr. Deeds releaseDate 1994-06-14. Mr. Deeds editing Benedict XV. Mr. Deeds producer Emperor Ai of Tang. Mr. Deeds writer Emperor Ai of Tang. Mr. Deeds cinematography Brigitte Fontaine.']
"Kharkiv_State_University_of_Food_Technology_and_Trade | architect | Stacy_Lewis, Kharkiv_State_University_of_Food_Technology_and_Trade | currentTenants | Durham_University_Business_School, Kharkiv_State_University_of_Food_Technology_and_Trade | completionDate | 1944-07-28, Kharkiv_State_University_of_Food_Technology_and_Trade | owner | University_of_Bonn",['Kharkiv State University of Food Technology and Trade architect Stacy Lewis. Kharkiv State University of Food Technology and Trade currentTenants Durham University Business School. Kharkiv State University of Food Technology and Trade completionDate 1944-07-28. Kharkiv State University of Food Technology and Trade owner University of Bonn.']
Vichy_France | currency | Canadian_dollar,['Vichy France currency Canadian dollar.']
"Pavel_Šporcl | training | School_of_Applied_Arts_in_Stuttgart, Pavel_Šporcl | birthDate | 1726-01-01",['Pavel Šporcl training School of Applied Arts in Stuttgart. Pavel Šporcl was born on 1726-01-01.']
"Larry_Sanger | birthPlace | Białystok, Larry_Sanger | weight | 20378.5, Białystok | timeZone | Moscow_Time",['Larry Sanger birthPlace Białystok. Larry Sanger weight 20378.5. Białystok timeZone Moscow Time.']
"Triangle_building | currentTenants | Department_of_Management_Studies_IIT_Madras, Department_of_Management_Studies_IIT_Madras | country | Israel, Triangle_building | owner | Indiana_University_Bloomington",['Triangle building currentTenants Department of Management Studies IIT Madras. Department of Management Studies IIT Madras is based in Israel. Triangle building owner Indiana University Bloomington.']
"José_Luis_Panizo | birthDate | 1926-02-10, José_Luis_Panizo | nationality | Israel, José_Luis_Panizo | deathPlace | Virginia, José_Luis_Panizo | selectedByNasa | 1650, José_Luis_Panizo | birthPlace | New_Jersey, José_Luis_Panizo | occupation | kit_manager",['José Luis Panizo was born on 1926-02-10. José Luis Panizo nationality Israel. José Luis Panizo deathPlace Virginia. José Luis Panizo selectedByNasa 1650. José Luis Panizo birthPlace New Jersey. José Luis Panizo is known as kit manager.']
Guadeloupe | recordLabel | The_Progressive_Motion_Picture_Company,['Guadeloupe recordLabel The Progressive Motion Picture Company.']
"Golden_Rider | established | 2000, Golden_Rider | location | Mineral_County, Mineral_County | hasToItsSouthwest | Prince_George's_County, Golden_Rider | municipality | Exeter, Mineral_County | hasToItsSoutheast | Carroll_County_Maryland, Golden_Rider | category | Contributing_property","[""Golden Rider established 2000. Golden Rider is located in Mineral County. Mineral County hasToItsSouthwest Prince George's County. Golden Rider municipality Exeter. Mineral County hasToItsSoutheast Carroll County Maryland. Golden Rider category Contributing property.""]"
"Lindsay_Lee-Waters | citizenship | Philippines, Philippines | leader | Serge_Chiesa",['Lindsay Lee-Waters citizenship Philippines. Philippines leader Serge Chiesa.']
"Arles_bust | established | 2000, Arles_bust | location | Gunnison_County, Arles_bust | state | New_Jersey, Arles_bust | category | Contributing_property, Gunnison_County | hasToItsNorth | Cumberland_County_Pennsylvania",['Arles bust established 2000. Arles bust is located in Gunnison County. Arles bust state New Jersey. Arles bust category Contributing property. Gunnison County hasToItsNorth Cumberland County Pennsylvania.']
"Sumbe_Airport | operatingOrganisation | Bharti_Enterprises, Sumbe_Airport | runwayLength | 3.16, Sumbe_Airport | cityServed | Piedmont_Interstate_Fairgrounds, Sumbe_Airport | location | Ballela, Sumbe_Airport | icaoLocationIdentifier | Glasgow_Prestwick_Airport, Sumbe_Airport | elevationAboveTheSeaLevel | 1095.0, Sumbe_Airport | runwaySurfaceType | Polyamid_1010_reinforced_with_30%_glass_fiber",['Sumbe Airport operatingOrganisation Bharti Enterprises. Sumbe Airport runwayLength 3.16. Sumbe Airport cityServed Piedmont Interstate Fairgrounds. Sumbe Airport is located in Ballela. Sumbe Airport icaoLocationIdentifier Glasgow Prestwick Airport. Sumbe Airport elevationAboveTheSeaLevel 1095.0. Sumbe Airport runwaySurfaceType Polyamid 1010 reinforced with 30% glass fiber.']
"United_States | currency | Tuvaluan_dollar, United_States | demonym | Manitobans, Bionico | course | Butterschnitzel, Bionico | region | San_Pedro, Bionico | ingredient | crème_fraîche, Butterschnitzel | dishVariation | bika_ambon, Bionico | country | United_States",['United States currency Tuvaluan dollar. United States demonym Manitobans. Bionico course Butterschnitzel. Bionico region San Pedro. Bionico ingredient crème fraîche. Butterschnitzel dishVariation bika ambon. Bionico is based in United States.']
"Mudgee_Airport | operatingOrganisation | Škoda_Auto, Mudgee_Airport | runwayLength | 1604.0, Mudgee_Airport | location | Atticall",['Mudgee Airport operatingOrganisation Škoda Auto. Mudgee Airport runwayLength 1604.0. Mudgee Airport is located in Atticall.']
Israel | leaderTitle | Blockleiter,['Israel leaderTitle Blockleiter.']
"Mary_Lee_Woods | deathPlace | ""Pennsylvania"", Mary_Lee_Woods | birthPlace | Massachusetts, ""Pennsylvania"" | senators | Đorđe_Gagić","['Mary Lee Woods deathPlace ""Pennsylvania"". Mary Lee Woods birthPlace Massachusetts. ""Pennsylvania"" senators Đorđe Gagić.']"
"Réal_Bouvier | birthPlace | Beykoz, Beykoz | isPartOf | Adıyaman_Province, United_States | areaTotal | 0711905, Réal_Bouvier | birthPlace | United_States",['Réal Bouvier birthPlace Beykoz. Beykoz isPartOf Adıyaman Province. United States areaTotal 0711905. Réal Bouvier birthPlace United States.']
"Hans_Schmidt | deathPlace | Turkey, Turkey | officialLanguage | Kujargé",['Hans Schmidt deathPlace Turkey. Turkey officialLanguage Kujargé.']
"Greatest_Hymns | recordLabel | Defiance_Records, Ariola_Eurodisc_S.A. | keyPerson | Antonio_Segni, Greatest_Hymns | recordLabel | Ariola_Eurodisc_S.A.",['Greatest Hymns recordLabel Defiance Records. Ariola Eurodisc S.A. keyPerson Antonio Segni. Greatest Hymns recordLabel Ariola Eurodisc S.A..']
